Country,Province,city,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
US,South Carolina,Abbeville,-82.46170658,34.22333378,10,0,0,2020-04-17 23:30:52
US,Louisiana,Acadia,-92.41419698,30.2950649,110,6,0,2020-04-17 23:30:52
US,Virginia,Accomack,-75.63234615,37.76707161,28,0,0,2020-04-17 23:30:52
US,Idaho,Ada,-116.24155159999998,43.4526575,576,9,0,2020-04-17 23:30:52
US,Iowa,Adair,-94.47105874,41.33075609,1,0,0,2020-04-17 23:30:52
US,Kentucky,Adair,-85.28129668,37.10459774,45,3,0,2020-04-17 23:30:52
US,Missouri,Adair,-92.60078167,40.19058551,12,0,0,2020-04-17 23:30:52
US,Oklahoma,Adair,-94.65859267,35.88494195,29,3,0,2020-04-17 23:30:52
US,Colorado,Adams,-104.3362578,39.87432092,805,29,0,2020-04-17 23:30:52
US,Idaho,Adams,-116.4545247,44.89333571,1,0,0,2020-04-17 23:30:52
US,Illinois,Adams,-91.18786813,39.98815591,30,0,0,2020-04-17 23:30:52
US,Indiana,Adams,-84.93671406,40.7457653,6,1,0,2020-04-17 23:30:52
US,Mississippi,Adams,-91.35326037,31.47669768,73,5,0,2020-04-17 23:30:52
US,Nebraska,Adams,-98.50117804,40.52449420000001,64,0,0,2020-04-17 23:30:52
US,Ohio,Adams,-83.4718964,38.84541072,3,0,0,2020-04-17 23:30:52
US,Pennsylvania,Adams,-77.21610347,39.87140411,70,1,0,2020-04-17 23:30:52
US,Washington,Adams,-118.5601734,46.98299757,40,0,0,2020-04-17 23:30:52
US,Wisconsin,Adams,-89.76782777,43.96974651,4,1,0,2020-04-17 23:30:52
US,Vermont,Addison,-73.14130877,44.03217337,57,1,0,2020-04-17 23:30:52
US,South Carolina,Aiken,-81.63645384,33.54338026,66,3,0,2020-04-17 23:30:52
US,Minnesota,Aitkin,-93.4116826,46.60962049,1,0,0,2020-04-17 23:30:52
US,Florida,Alachua,-82.35928158,29.67866525,202,0,0,2020-04-17 23:30:52
US,North Carolina,Alamance,-79.39976137,36.0434701,47,0,0,2020-04-17 23:30:52
US,California,Alameda,-121.8929271,37.64629437,1063,40,0,2020-04-17 23:30:52
US,Colorado,Alamosa,-105.7885451,37.57250606,7,2,0,2020-04-17 23:30:52
US,New York,Albany,-73.97723916,42.60060306,619,20,0,2020-04-17 23:30:52
US,Wyoming,Albany,-105.7235415,41.65498705,6,0,0,2020-04-17 23:30:52
US,Virginia,Albemarle,-78.55481085,38.02080697,56,0,0,2020-04-17 23:30:52
US,Michigan,Alcona,-83.59507875,44.6846864,1,0,0,2020-04-17 23:30:52
US,Mississippi,Alcorn,-88.57996173,34.88084463,7,0,0,2020-04-17 23:30:52
US,Illinois,Alexander,-89.32910838,37.18049267,1,0,0,2020-04-17 23:30:52
US,North Carolina,Alexander,-81.17751948,35.922379600000006,3,0,0,2020-04-17 23:30:52
US,Virginia,Alexandria,-77.08183073,38.814003,321,7,0,2020-04-17 23:30:52
US,Oklahoma,Alfalfa,-98.32408495,36.73090616,1,0,0,2020-04-17 23:30:52
US,Iowa,Allamakee,-91.37860922,43.28383218,27,3,0,2020-04-17 23:30:52
US,Michigan,Allegan,-85.89102866,42.59147037,29,0,0,2020-04-17 23:30:52
US,Maryland,Allegany,-78.69280486,39.62357628,26,1,0,2020-04-17 23:30:52
US,New York,Allegany,-78.02750466,42.25748406,29,1,0,2020-04-17 23:30:52
US,North Carolina,Alleghany,-81.12857041,36.49360862,2,0,0,2020-04-17 23:30:52
US,Virginia,Alleghany,-80.00222498,37.78636074,4,0,0,2020-04-17 23:30:52
US,Pennsylvania,Allegheny,-79.98167747,40.46809875,947,43,0,2020-04-17 23:30:52
US,Indiana,Allen,-85.06800636,41.09194313,271,19,0,2020-04-17 23:30:52
US,Kentucky,Allen,-86.19457544,36.75197631,4,0,0,2020-04-17 23:30:52
US,Louisiana,Allen,-92.82442028,30.65385745,79,9,0,2020-04-17 23:30:52
US,Ohio,Allen,-84.10802343,40.77285242,65,9,0,2020-04-17 23:30:52
